collegeId,collegeName,type,accreditation,rankingTier,state,district,region,address,website,rating,latitude,longitude,searchKeywords
UGC-336-782,"G. H. Raisoni International Skill Tech University, Pune",Private,UGC 2(f),Unranked,Maharashtra,,India,"Gate No. 30, 42/1, 42/2, 43, 44, 47 and 49, Near Dwarka Milk, Opposite Pune Solapur Highway, Kedgaon, Daund, Pune 412207",,3.9,0,0,University|Degree|Higher Education
UGC-337-243,G. M. University,Private,UGC 2(f),Unranked,Karnataka,,India,"Karur Village, Kasaba Hobli, Davanagere District 577006",,4.8,0,0,University|Degree|Higher Education
UGC-338-56,G. S. University,Private,UGC 2(f),Unranked,Uttar Pradesh,,India,"NH-9, Pilkhuwa, Dist. Hapur 245304",,4.1,0,0,University|Degree|Higher Education
UGC-339-991,G.B.Pant University of Agriculture & Technology,State University,UGC 2(f) & 12(B),Unranked,Uttarakhand,,India,PantnagarUdham Singh Nagar-263 145Uttarakhand 263145,,3.9,0,0,University|Degree|Higher Education
UGC-340-315,G.H Raisoni University,Private,UGC 2(f),Unranked,Madhya Pradesh,,India,"Dhoda Borgaon, Village Saikheda, Tah Sausar, Dist Chhindwara(M.P) Tah-Saunsar,Dist-Chhindwara 480334",,4.8,0,0,University|Degree|Higher Education
UGC-341-964,"G.H. Raisoni Skill Tech University, Nagpur",Private,UGC 2(f),Unranked,Maharashtra,,India,"Plot No. 37-39/1, 39, Sharda Park,Off- Hingna-Wadi Link Road,Nagpur, Maharashtra 440016",,4,0,0,University|Degree|Higher Education
UGC-342-737,G.H.Raisoni University,Private,UGC 2(f),Unranked,Maharashtra,,India,"Anjangaon Bari Road, Amravati MaharashtraBari Road,Amravat 444701",,4.6,0,0,University|Degree|Higher Education
UGC-343-225,G.L.S. University,Private,UGC 2(f) & Category-II,Unranked,Gujarat,,India,"GLS Campus, Opp. Law Garden, Ellisbridge, AhmedabadOpp. Law GardenEllisbridge, Ahmedabad 380006",,4.6,0,0,University|Degree|Higher Education
UGC-344-708,Galgotias University,Private,UGC 2(f) & 12(B),Unranked,Uttar Pradesh,,India,"PLOT NO 2, SECTOR 17 A, YAMUNA EXPRESSWAY GREATER NOIDA UTTAR PRDAESHYamuna Expressway Gautam Budh Nagar 203201",,4.3,0,0,University|Degree|Higher Education
UGC-345-297,"Gandhi Institute of Engineering and Technology University Odisha, Gunupur (GIET University)",Private,UGC 2(f),Unranked,Odisha,,India,"Gunupur,Distt. Rayagada,Odisha 765022",,4.2,0,0,University|Degree|Higher Education
UGC-346-939,Gandhi Institute of Technology and Management (GITAM),Deemed,UGC Section-III & 12(B),Unranked,Andhra Pradesh,,India,"Gandhi Nagar, Rushikonda, Visakhapatnam 530045",,4.4,0,0,University|Degree|Higher Education
UGC-347-871,Gandhinagar University,Private,UGC 2(f),Unranked,Gujarat,,India,"Village: Moti Bhoyan, Khatraj-Kalol Road, Gandhinagar 382721",,3.8,0,0,University|Degree|Higher Education
UGC-348-507,Gangadhar Meher University,State University,UGC 2(f) & 12(B),Unranked,Odisha,,India,"Amruta Vihar, Sambalpur 768004",,4.1,0,0,University|Degree|Higher Education
UGC-349-364,Ganpat University,Private,UGC 2(f),Unranked,Gujarat,,India,"Campus: Ganpat Vidyanagar, Mehsana, Goazaria Highway, District Mehsana, Off-Campus: Ganesh Meridian, Block-A, Opp. Kargil Petrol pump, Sola, S. G. Highway, Ahmedabad-380060 382711",,4.2,0,0,University|Degree|Higher Education
UGC-350-845,Garden City University,Private,UGC 2(f),Unranked,Karnataka,,India,"GCC House, #340, 5th Main,Indiranagar Double Road,,1st Stage, Indiranagar, Banglore 560038",,4.6,0,0,University|Degree|Higher Education
UGC-351-893,Gati Shakti Vishwavidyalaya,Central University,UGC 2(f) & 12(B),Unranked,Gujarat,,India,"Gati Shakti Vishwavidyalaya,Lalbaug,Vadodara 390004",,4.4,0,0,University|Degree|Higher Education
UGC-352-636,Gauhati University,State University,UGC 2(f) & 12(B),Unranked,Assam,,India,"Gopinath Bordoloi Nagar,Guwahati -781014  KAMRUP , AssamGuwahati 781014",,4.1,0,0,University|Degree|Higher Education
UGC-353-253,Gautam Buddha University,State University,UGC 2(f) & 12(B),Unranked,Uttar Pradesh,,India,"Greater Noida, Dist: Gautam Budh -Nagar, 201 308",,4.6,0,0,University|Degree|Higher Education
UGC-354-125,Geeta University,Private,UGC 2(f),Unranked,Haryana,,India,"NH-71A, NaulthaPanipat 132145",,4,0,0,University|Degree|Higher Education
UGC-355-146,Geetanjali University,Private,UGC 2(f),Unranked,Rajasthan,,India,"Geetanjali Medicity, Hiran Magri Extension, 313002",,3.9,0,0,University|Degree|Higher Education
UGC-356-754,Girijananda Chowdhury University,Private,UGC 2(f),Unranked,Assam,,India,"Hathkhowapara, Azara, Guwahati, District-Kamrup (Metro) 781017",,4.2,0,0,University|Degree|Higher Education
UGC-357-877,GMR Institute of Technology (GMRIT),Deemed,UGC Section-III,Unranked,Andhra Pradesh,,India,"MR Nagar, Rajam, Srikakulam,  Vizianagaram District 532127",,4.8,0,0,University|Degree|Higher Education
UGC-358-238,GNA University,Private,UGC 2(f),Unranked,Punjab,,India,"Sri Hargobindgarh, Phagwara-Hoshiarpur Road,Phagwara,Distt. Kapurthala 144401",,3.9,0,0,University|Degree|Higher Education
UGC-359-159,Goa University,State University,UGC 2(f) & 12(B),Unranked,Goa,,India,Taleigao Plateau 403206,,4.2,0,0,University|Degree|Higher Education
UGC-360-625,Godavari Global University,Private,UGC 2(f),Unranked,Andhra Pradesh,,India,"NH-16, Chaitanya Knowledge City, Rajamahendravaram 533296",,4.3,0,0,University|Degree|Higher Education
UGC-361-642,Gokhale Institute of Politics & Economics,Deemed,UGC Section-III & 12(B),Unranked,Maharashtra,,India,"846 Shivajinagar, BMCC Road, Pune 411004",,3.9,0,0,University|Degree|Higher Education
UGC-362-124,Gokul Global University,Private,UGC 2(f),Unranked,Gujarat,,India,"GOKUL GLOBAL UNIVERSITY,NEAR SUJANPUR PATIA,OPPOSITE IOC DEPOT,STATE HIGHWAY-41,SIDDHPUR-384151Near G. R. S. L., Sujanpur PatiaSidhpur, Dist- Patan 384151",,4.7,0,0,University|Degree|Higher Education
UGC-363-98,Gondwana University,State University,UGC 2(f) & 12(B),Unranked,Maharashtra,,India,"M.I.D.C. Road ComplexGodchiroli, Maharashtra 422 605",,4.7,0,0,University|Degree|Higher Education
UGC-364-11,Gopal Narayan Singh University,Private,UGC 2(f),Unranked,Bihar,,India,"Jamuhar, PO-Jamuhar, Dist-Rohtas 821305",,4.1,0,0,University|Degree|Higher Education
UGC-365-278,Govind Guru Tribal University,State University,UGC 2(f),Unranked,Rajasthan,,India,"Collector choraha, Subhash Nagar, Banswara 327001",,4,0,0,University|Degree|Higher Education
UGC-366-939,Graphic Era,Deemed,UGC Section-III & 12(B),Unranked,Uttarakhand,,India,"Bell Road, Clement Town, Dehradun 248002",,4.7,0,0,University|Degree|Higher Education
UGC-367-5,Graphic Era Hill University,Private,UGC 2(f),Unranked,Uttarakhand,,India,"510, Society Area, Clement TownDehradun (Main campus at Dehradun, Second campus at Garhwal Region (Belkhet Gram, District Pauri Garwal) and Third campus at Bhimtal Area of District Nanital, Dehradun (Uttarakhand) 248002",,4.3,0,0,University|Degree|Higher Education
UGC-368-796,GSFC University,Private,UGC 2(f),Unranked,Gujarat,,India,Vigyan BhavanPO FertilizernagarDist. Vadodara 391750,,3.9,0,0,University|Degree|Higher Education
UGC-369-161,Gujarat Ayurveda University,State University,UGC 2(f) & 12(B),Unranked,Gujarat,,India,"Gujarat Ayurved University, Opp. B Division Police Station, Guru Dwara Road, Jamnagar-361008Jamnagar-361 008 361008",,4.8,0,0,University|Degree|Higher Education
UGC-370-697,Gujarat Biotechnology University,State University,UGC 2(f),Unranked,Gujarat,,India,"C/o Gujarat State Biotechnology Mission,Block 11, 9th Floor, Udyog Bhawan,Gandhinagar 382011",,4.6,0,0,University|Degree|Higher Education
UGC-371-77,Gujarat Maritime University,Private,UGC 2(f),Unranked,Gujarat,,India,"Sagar Bhavan, Ground Floor,Sector-10-A,Opp. Air Force Centre,CHH Road, Gandhinagar 382010",,4.5,0,0,University|Degree|Higher Education
UGC-372-838,Gujarat National Law University,State University,UGC 2(f) & 12(B),Unranked,Gujarat,,India,"ATTALIKA AVENUE, KNOWLEDGE CORRIDOR, KOBA, SUB P.O. KOBA, GANDHINAGAR, GUJARATKoba (Sub P.O)Gandhinagar, 382426",,4.2,0,0,University|Degree|Higher Education
UGC-373-453,Gujarat Natural Farming and Organic Agricultural University,State University,UGC 2(f),Unranked,Gujarat,,India,"ATIC Building, Borsad Chokdi,Anad, 388001",,4.3,0,0,University|Degree|Higher Education
UGC-374-549,Gujarat Technological University,State University,UGC 2(f) & 12(B),Unranked,Gujarat,,India,"Nr.Vishwakarma Government Engineering College Nr.Visat Three Roads, Visat - Gandhinagar Highway Chandkheda, Ahmedabad Nr.Visat Three Roads, Visat - Gandhinagar HighwayChandkheda, Ahmedabad 382424",,4.5,0,0,University|Degree|Higher Education
UGC-375-983,Gujarat University,State University,UGC 2(f) & 12(B),Unranked,Gujarat,,India,"P.B.No.4010, Navrangpura,Ahmedabad 380 009",,3.8,0,0,University|Degree|Higher Education
UGC-376-908,Gujarat University of Transplantation Sciences,State University,UGC 2(f),Unranked,Gujarat,,India,"IKDRC-ITS Premises, Civil Hospital - Medicity Campus, Asarwa, Ahmedabad – 380 016, Gujarat, India. Civil Hospital Campus,Asarwa, Ahmedabad 380016",,4.6,0,0,University|Degree|Higher Education
UGC-377-681,Gujarat Vidyapith,Deemed,UGC Section-III & 12(B),Unranked,Gujarat,,India,"Ashram Road, Ahmedabad 380014",,4.8,0,0,University|Degree|Higher Education
UGC-378-916,Gulbarga University,State University,UGC 2(f) & 12(B),Unranked,Karnataka,,India,"GULBARGA UNIVERSITY, KALBURGI, KARNATKAPIN - 585 106, KARNATAKA 585106",,4.8,0,0,University|Degree|Higher Education
UGC-379-151,Guru Angad Dev Veterinary & Animal Sciences University,State University,UGC 2(f) & 12(B),Unranked,Punjab,,India,"Ferozepur Road, Ludhiana 141004",,4.7,0,0,University|Degree|Higher Education
UGC-380-563,Guru Ghasidas Vishwavidyalaya,Central University,UGC 2(f) & 12(B),Unranked,Chhattisgarh,,India,"Main Campus,Koni,Bilaspur 495009",,4.4,0,0,University|Degree|Higher Education
UGC-381-967,Guru Gobind Singh Indraprastha Vishwavidyalaya,State University,UGC 2(f) & 12(B),Unranked,Delhi,,India,"Sector-16C, Dwarka,  New Delhi 110078",,3.9,0,0,University|Degree|Higher Education
UGC-382-606,Guru Jambeshwar University of Science and Technology,State University,UGC 2(f) & 12(B),Unranked,Haryana,,India,"Hisar-Delhi Bypass Rd, Hisar, Haryana 125001",,4.2,0,0,University|Degree|Higher Education
UGC-383-26,Guru Jambheshwar University,State University,UGC 2(f),Unranked,Uttar Pradesh,,India,"Hardadpur, Moradabad, 244001",,4,0,0,University|Degree|Higher Education
UGC-384-60,Guru Kashi University,Private,UGC 2(f) & Category-I,Unranked,Punjab,,India,"Sardugah Road, Talwandi sabo, Bathinda 151302",,4.5,0,0,University|Degree|Higher Education
UGC-385-265,Guru Nanak Dev University,State University,UGC 2(f) & 12(B),Unranked,Punjab,,India,"G.T Road Amritsar, Amritsar 143005",,4.5,0,0,University|Degree|Higher Education
UGC-386-348,Guru Nanak University,Private,UGC 2(f),Unranked,Telangana,,India,"Ibrahimpatnam, Ranga Reddy District, Hyderabad 501506",,4.6,0,0,University|Degree|Higher Education
UGC-387-108,Guru Ravidas Ayurved University,State University,UGC 2(f),Unranked,Punjab,,India,"Una Rd, Hoshiarpur 146001",,4.2,0,0,University|Degree|Higher Education
UGC-388-131,Gurucharan University,State University,UGC 2(f),Unranked,Assam,,India,"College Road, Silchar, Cachar 788004",,4.2,0,0,University|Degree|Higher Education
UGC-389-333,Gurugram University,State University,UGC 2(f),Unranked,Haryana,,India,"Gurugram University, Sec-51, Mayfield Garden, Gurugram Haryana Gurugram, Haryana Sector-51,Gurugram 122018",,4.1,0,0,University|Degree|Higher Education
UGC-390-859,Gurukul Kangri Vidyapeeth,Deemed,UGC Section-III & 12(B),Unranked,Uttarakhand,,India,"Jagjeetpur, Haridwar 249404",,4.6,0,0,University|Degree|Higher Education
UGC-391-778,Gurukul Vidyapeeth University,Private,UGC 2(f),Unranked,Sikkim,,India,"VPO Melli, Distt. Namachi 737128",,4.4,0,0,University|Degree|Higher Education
UGC-392-263,Gyanmanjari Innovative University,Private,UGC 2(f),Unranked,Gujarat,,India,"Survey No. 30, Sidsar Road, Bhavnagar, 364060",,3.9,0,0,University|Degree|Higher Education
UGC-393-190,Gyanodaya University,Private,UGC 2(f),Unranked,Madhya Pradesh,,India,Village- SuwakhedaDistrict-NeemuchMadhya Pradesh 458441,,4,0,0,University|Degree|Higher Education
UGC-394-779,Gyanveer University,Private,UGC 2(f),Unranked,Madhya Pradesh,,India,"Village- Maa-Emliya, Ph-20, Block-Rahatgarh, Sagar 470115",,4.3,0,0,University|Degree|Higher Education
UGC-395-337,Harcourt Butler Technical University,State University,UGC 2(f) & 12(B),Unranked,Uttar Pradesh,,India,"Nawabganj, Kanpur 208002",,4.2,0,0,University|Degree|Higher Education
UGC-396-319,Harichand Guruchand University,State University,UGC 2(f),Unranked,West Bengal,,India,North 24 parganas 743245,,4.8,0,0,University|Degree|Higher Education
UGC-397-962,Haridev Joshi University of Journalism and Mass Communication,State University,UGC 2(f),Unranked,Rajasthan,,India,"II Floor, Rajiv Gandhi Vidya Bhavan, Shiksha Sankul, JLN Marg, Jaipur 302015",,4.3,0,0,University|Degree|Higher Education
UGC-398-844,Haridwar University,Private,UGC 2(f),Unranked,Uttarakhand,,India,"5th KM, Roorkee-Haridwar Canal Road, Village-Bajuheri, Roorkee 247667",,4,0,0,University|Degree|Higher Education
UGC-399-327,Hassan University,State University,UGC 2(f),Unranked,Karnataka,,India,"Hemagangothri, Hassan 573226",,3.9,0,0,University|Degree|Higher Education
UGC-400-300,Haveri University,State University,UGC 2(f),Unranked,Karnataka,,India,"Kerimattihalli, Haveri 581110",,4.2,0,0,University|Degree|Higher Education
UGC-401-579,Heartfulness Academy of Research and Innovation (HARI),Deemed,UGC Section-III,Unranked,Telangana,,India,"Kanha Shanti Vanam, Chegur, Nandigama Mandal, Ranga Reddy District 509328",,4.5,0,0,University|Degree|Higher Education
UGC-402-629,Hemchand Yadav Vishwavidyalaya(Earlier known as Durg Vishwavidyalaya),State University,UGC 2(f),Unranked,Chhattisgarh,,India,"Raipur Naka,Durg 491001",,4.6,0,0,University|Degree|Higher Education
UGC-403-833,Hemchandracharya North Gujarat University,State University,UGC 2(f) & 12(B),Unranked,Gujarat,,India,"Hemchandracharya North Gujarat University, Patan Patan- 384 265. (GUJARAT) 384265",,4.5,0,0,University|Degree|Higher Education
UGC-404-480,Hemvati Nandan Bahuguna Garhwal University,Central University,UGC 2(f) & 12(B),Unranked,Uttarakhand,,India,"Madhi Chauras,Srinagar,Garhwal 246174",,4.4,0,0,University|Degree|Higher Education
UGC-405-661,Hemvati Nandan Bahuguna Medical Education University,State University,UGC 2(f),Unranked,Uttarakhand,,India,"124, Ganga ViharOpposite Roadways WorkshopHaridwar Road, Dehradun 248 001",,3.9,0,0,University|Degree|Higher Education
UGC-406-485,Hidayatullah National Law University,State University,UGC 2(f) & 12(B),Unranked,Chhattisgarh,,India,"Nava Raipur Atal Nagar, RaipurChattisgarh-493661 492002",,4.4,0,0,University|Degree|Higher Education
UGC-407-244,Himachal Pradesh National Law University,State University,UGC 2(f) & 12(B),Unranked,Himachal Pradesh,,India,"Himachal Pradesh National Law University, Ghandal. Sub Tehsil Dhami, Shimla, Himachal Pradesh-171014Sub-Tehsil Dhami,Shimla 171014",,4.7,0,0,University|Degree|Higher Education
UGC-408-460,Himachal Pradesh Technical University,State University,UGC 2(f),Unranked,Himachal Pradesh,,India,"Government Polytechnic, Baru, Hamirpur 177001",,4,0,0,University|Degree|Higher Education
UGC-409-319,Himachal Pradesh University,State University,UGC 2(f) & 12(B),Unranked,Himachal Pradesh,,India,"Summer Hills, Shimla, 171005",,4.6,0,0,University|Degree|Higher Education
UGC-410-645,Himalayan University,Private,UGC 2(f),Unranked,Arunachal Pradesh,,India,"401, Takar Complex, Nahalagun 791110",,3.9,0,0,University|Degree|Higher Education
UGC-411-877,Hindi University,State University,UGC 2(f),Unranked,West Bengal,,India,"37/2 Bhairab Dutta Lane, Nandibagan, Salkia, Pilkhana More, Howrah 711106",,4,0,0,University|Degree|Higher Education
UGC-412-221,Hindustan Institute of Technology  and Science (HITS),Deemed,UGC Section-III,Unranked,Tamil Nadu,,India,"Rajiv Gandhi Salai, Padur, Kelambakkam, Chennai 603103",,3.9,0,0,University|Degree|Higher Education
UGC-413-834,"Homi Bhabha National Institute, Regd. Office",Deemed,UGC Section-III & 12(B),Unranked,Maharashtra,,India,"Training School Complex, Anushaktinagar 400094",,4.1,0,0,University|Degree|Higher Education
UGC-414-251,Homoeopathy University,Private,UGC 2(f),Unranked,Rajasthan,,India,"Saipura, SanganerJaipur 302029",,4.3,0,0,University|Degree|Higher Education
UGC-415-336,HRIT University,Private,UGC 2(f),Unranked,Uttar Pradesh,,India,"8th Km Stone, Delhi-Meerut Road, HRIT Campus, Ghaziabad 201003",,4.5,0,0,University|Degree|Higher Education
UGC-416-352,Hyderabad (SIND) National Collegiate University,State University,UGC 2(f),Unranked,Maharashtra,,India,"D. M. Harish Building, 47, Dr R G Thadani Marg,  Worli 400018",,4.3,0,0,University|Degree|Higher Education
UGC-417-828,I.E.C. (India Education Centre) University,Private,UGC 2(f),Unranked,Himachal Pradesh,,India,"Baddi, SolanHimachal Pradesh",,4.1,0,0,University|Degree|Higher Education
UGC-418-124,I.E.S. University,Private,UGC 2(f),Unranked,Madhya Pradesh,,India,IES Campus Ratibad Main RoadBhopal 462044,,4.4,0,0,University|Degree|Higher Education
UGC-419-103,I.K. Gujaral Punjab Technical University,State University,UGC 2(f),Unranked,Punjab,,India,"Jalandhar - Kapurthala Highway, VPO - Ibban, Kapurthala 144603",,4.2,0,0,University|Degree|Higher Education
UGC-420-702,ICFAI Foundation for Higher Education,Deemed,UGC Section-III & Category-I,Unranked,Telangana,,India,"Donthanpalli, Sankarpalli Road, Hyderabad 501203",,3.8,0,0,University|Degree|Higher Education
UGC-421-326,ICFAI University,Private,UGC 2(f),Unranked,Nagaland,,India,"6th Mile,Sovima VillageKohima Road, Dimapur 797112",,3.9,0,0,University|Degree|Higher Education
UGC-422-569,ICFAI University,Private,UGC 2(f),Unranked,Rajasthan,,India,"Khasra No. 505/1 Village Jamdoli, Agra Road Jaipur-302 031 RajasthanVillage: Jamdoli,Agra Road Jaipur 302031",,4,0,0,University|Degree|Higher Education
UGC-423-723,ICFAI University,Private,UGC 2(f),Unranked,Himachal Pradesh,,India,Plot no. 5 Atal Shiksha Kunj  Village kalujhanda P.o Mandhal tel Baddi Distt. Solan H.P 174103,,3.9,0,0,University|Degree|Higher Education
UGC-424-591,ICFAI University,Private,UGC 2(f),Unranked,Chhattisgarh,,India,KUMHARI 490042,,4.4,0,0,University|Degree|Higher Education
UGC-425-513,IFTM University,Private,UGC 2(f),Unranked,Uttar Pradesh,,India,"Lodhipur Rajpur, Delhi Road, Moradabad (UP)Moradabad-244 102 244102",,4.4,0,0,University|Degree|Higher Education
UGC-426-305,IIHMR University,Private,UGC 2(f),Unranked,Rajasthan,,India,"1, Prabhu Dayal Marg, Near Sanganer Airport, JaipurNear Sanganer AirportJaipur 302029",,4.7,0,0,University|Degree|Higher Education
UGC-427-233,IILM University,Private,UGC 2(f),Unranked,Haryana,,India,"IILM University, 1, Knowledge Centre, Golf Course Road, Sector-53, Gurugram-Haryana-122003Golf course RoadSector-53, Gurugram 122003",,4.1,0,0,University|Degree|Higher Education
UGC-428-378,IILM University,Private,UGC 2(f),Unranked,Uttar Pradesh,,India,"Plot No. 16-18Knowledge park-II,Greater Noida 201308",,4.4,0,0,University|Degree|Higher Education
UGC-429-961,IIMT University,Private,UGC 2(f) & 12(B),Unranked,Uttar Pradesh,,India,"""O"" Pocket, Ganga Nagar, Mawana Road, Meerut,         Off-campus: Greater Noida 245101",,4.4,0,0,University|Degree|Higher Education
UGC-430-509,IIS,Deemed,UGC Section-III & 12(B),Unranked,Rajasthan,,India,"Gurukul Marg, SFS, Mansarovar, Jaipur 302020",,3.9,0,0,University|Degree|Higher Education
UGC-431-240,IMS Unison University,Private,UGC 2(f),Unranked,Uttarakhand,,India,"Makkawala Greens,Mussorie Diversion Road, Dehradun 248009",,4,0,0,University|Degree|Higher Education
UGC-432-934,Indain Institute of Foreigen Trade,Deemed,UGC Section-III & 12(B),Unranked,Delhi,,India,"IIFT Bhawan, B-21, Qutub Institutional Area 110016",,4.4,0,0,University|Degree|Higher Education
UGC-433-468,India International University of Legal Education and Research,Private,UGC 2(f),Unranked,Goa,,India,"Upasnagar, sancoale, Airport Road, South Goa 403710",,4.5,0,0,University|Degree|Higher Education
UGC-434-219,Indian Agricultural Research Institute,Deemed,UGC Section-III & 12(B),Unranked,Delhi,,India,"PUSA IARI,  New Delhi 110012",,4.3,0,0,University|Degree|Higher Education
UGC-435-561,Indian Association for the Cultivation of Science (IACS),Deemed,UGC Section-III,Unranked,West Bengal,,India,"Raja S.C. Mullick Road, Jadavpur, Kolkata 700032",,3.9,0,0,University|Degree|Higher Education
UGC-436-228,Indian Institute for Human Settlements (IIHS) Bengaluru and Kengeri (constituent unit),Deemed,UGC Section-III,Unranked,Karnataka,,India,"No. 197/36, 2nd Main Road Sadashivanagar, Bengaluru 560080",,4,0,0,University|Degree|Higher Education
UGC-437-739,Indian Institute of Forest Management (IIFM),Deemed,UGC Section-III,Unranked,Madhya Pradesh,,India,"PO Box 357, Nehru Nagar, Bhopal, 462003",,3.9,0,0,University|Degree|Higher Education
UGC-438-291,Indian Institute of Heritage,Deemed,UGC Section-III,Unranked,Delhi,,India,"National Museum, Janpath, New Delhi 110001",,4.1,0,0,University|Degree|Higher Education
UGC-439-985,Indian Institute of Mass Communication (IIMC),Deemed,UGC Section-III,Unranked,Delhi,,India,"JNU New Campus, Aruna Asaf Ali Marg, New Delhi 110067",,3.9,0,0,University|Degree|Higher Education
UGC-440-105,Indian Institute of Public Health,Private,UGC 2(f),Unranked,Gujarat,,India,"Opposite Air-Force Headquarters GandhinagarNear Lekawada Bus Stop, Gandhinagar-Chiloda roadCRPF, P. O. Lekawada, Gandhinagar 382042",,4.4,0,0,University|Degree|Higher Education
UGC-441-530,Indian Institute of Science,Deemed,UGC Section-III & 12(B),Unranked,Karnataka,,India,"Sir C.V. Raman Road, Bangalore 560012",,4.8,0,0,University|Degree|Higher Education
UGC-442-12,Indian Institute of Space Science and Technology,Deemed,UGC Section-III,Unranked,Kerala,,India,"Valiamala Post, Thiruvananthapuram 695547",,4,0,0,University|Degree|Higher Education
UGC-443-885,Indian Institute of Teacher Education,State University,UGC 2(f) & 12(B),Unranked,Gujarat,,India,"Kh Road, Sector 15,   Nr. Mahatma Mandir, G-4, Sector-15, Gandhinagar 382016",,4,0,0,University|Degree|Higher Education
UGC-444-970,Indian Law Institute,Deemed,UGC Section-III & 12(B),Unranked,Delhi,,India,"Opposite Supreme Court of India, Bhagwan Dass Road 110001",,4.1,0,0,University|Degree|Higher Education
UGC-445-704,Indian Maritime University,Central University,UGC 2(f) & 12(B),Unranked,Tamil Nadu,,India,"East Coast Road,Semmencherry,Chennai 600119",,4.7,0,0,University|Degree|Higher Education
UGC-446-916,Indian Veterinary Research Institute,Deemed,UGC Section-III,Unranked,Uttar Pradesh,,India,"Izatnagar, Bareilly 24311",,4.5,0,0,University|Degree|Higher Education
UGC-447-626,Indira Gandhi Delhi Technical University for Women,State University,UGC 2(f) & 12(B),Unranked,Delhi,,India,Kashmere Gate 110006,,4.1,0,0,University|Degree|Higher Education
UGC-448-85,Indira Gandhi Institute of Development Research,Deemed,UGC Section-III,Unranked,Maharashtra,,India,"Gen Arun Kumar Vaidya Marg, Film City Rd, Goregaon, Mumbai 400065",,4.6,0,0,University|Degree|Higher Education
UGC-449-830,Indira Gandhi Krishi Vishwavidyalaya,State University,UGC 2(f) & 12(B),Unranked,Chhattisgarh,,India,"Krishak Nagar, Raipur, 492012",,4.3,0,0,University|Degree|Higher Education
UGC-450-375,Indira Gandhi National Open University,Central University,UGC 2(f) & 12(B),Unranked,Delhi,,India,"Maidan Garhi,New Delhi 110068",,4.3,0,0,University|Degree|Higher Education
UGC-451-648,Indira Gandhi Technological and Medical Science University,Private,UGC 2(f),Unranked,Arunachal Pradesh,,India,"Ziro, Lower Subansiri 791120",,4.6,0,0,University|Degree|Higher Education
UGC-452-569,Indira Gandhi University,State University,UGC 2(f) & 12(B),Unranked,Haryana,,India,"Meerpur, Rewari, 122502",,4.1,0,0,University|Degree|Higher Education
UGC-453-793,Indira Kala Sangeet Vishwavidyalaya,State University,UGC 2(f) & 12(B),Unranked,Chhattisgarh,,India,Khairagarh 491881,,4.4,0,0,University|Degree|Higher Education
UGC-454-879,Indira University,Private,UGC 2(f),Unranked,Maharashtra,,India,"Pune Headquarter at Indira Tapasya Campus, Survey No. 85/5A, New Pune - Mumbai Highway Tathwade, Taluka, Mulshi, Pune 411033",,4,0,0,University|Degree|Higher Education
UGC-455-81,Indraprastha Institute of Information Technology,State University,UGC 2(f) & 12(B),Unranked,Delhi,,India,"Near Govindpuri Metro Station, Okhala Industrial Estate Phase-III, New Delhi 110020",,4,0,0,University|Degree|Higher Education
UGC-456-947,Indrashil University,Private,UGC 2(f),Unranked,Gujarat,,India,"ON Ahmedabad-Mahesana Highway, Take Left from Kalapi Hotel, Near Chhatral,Kadi,GIDC, Rajpur, Taluka:Kadi, Dist.-Mehsana 382715",,4.5,0,0,University|Degree|Higher Education
UGC-457-800,Indus International Uniersity,Private,UGC 2(f),Unranked,Himachal Pradesh,,India,V.P.O. BathuTehsil HaroliDistt. Una 174301,,4,0,0,University|Degree|Higher Education
UGC-458-478,Indus University,Private,UGC 2(f),Unranked,Gujarat,,India,"Vill. Rancharda, Via: Shilaj, AhmedabadRancharda, Via-ThaltejAhmedabad 382115",,4.6,0,0,University|Degree|Higher Education
UGC-459-817,Institute of Advanced Research,Private,UGC 2(f),Unranked,Gujarat,,India,"nstitute of Advanced Research, Koba Institutional Area, GandhinagarKoba,Gandhinagar 382426",,4.3,0,0,University|Degree|Higher Education
UGC-460-242,Institute of Advanced Studies in Education,Deemed,UGC Section-III,Unranked,Rajasthan,,India,"Gandhi Vidya Mandir, Sardarshahr, Dist: Churu 331403",,4.2,0,0,University|Degree|Higher Education
UGC-461-937,Institute of Chemical Technology,Deemed,UGC Section-III & 12(B),Unranked,Maharashtra,,India,"Nathalal Parekh Marg, Matunga, Mumbai 400019",,4.1,0,0,University|Degree|Higher Education
UGC-462-540,Institute of Infrastructure Technology Research and Management,State University,UGC 2(f),Unranked,Gujarat,,India,"Near Khokhra Circle, Maninagar (East), Ahmedabad-380 026, Gujarat, IndiaManinagar (East), Ahmedabad, Gujarat 380026",,3.9,0,0,University|Degree|Higher Education
UGC-463-464,Institute of Liver and Biliary Sciences(ILBS),Deemed,UGC Section-III & 12(B),Unranked,Delhi,,India,"D-1, Vasant Kunj 110070",,4.4,0,0,University|Degree|Higher Education
UGC-464-67,Integral University,Private,UGC 2(f) & 12(B),Unranked,Uttar Pradesh,,India,"Integral University, Dasauli, Kursi Road, LucknowLucknow 226026",,4.2,0,0,University|Degree|Higher Education
UGC-465-947,International Institute for Population Sciences,Deemed,UGC Section-III,Unranked,Maharashtra,,India,"Govandi Station Road, Deonar, Mumbai 400088",,4.1,0,0,University|Degree|Higher Education
